,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,vilemawKills,riftHeraldKills,dominionVictoryScore,bans,gameId,ban1,ban2,ban3,ban4,ban5
1,200,Win,True,True,True,False,True,True,7,1,0,1,0,1,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 85, 'pickTurn': 10}]",4459239306,245,81,110,-1,85
0,100,Fail,True,False,False,False,True,False,4,0,0,2,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 64, 'pickTurn': 2}, {'championId': 7, 'pickTurn': 3}, {'championId': 245, 'pickTurn': 4}, {'championId': 875, 'pickTurn': 5}]",4459213182,-1,64,7,245,875
1,200,Win,False,True,True,True,False,True,7,1,1,2,0,1,0,"[{'championId': 429, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 85, 'pickTurn': 8}, {'championId': 119, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",4459213182,429,110,85,119,7
0,100,Fail,True,True,False,False,False,True,5,0,0,0,0,2,0,"[{'championId': 142, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 245, 'pickTurn': 3}, {'championId': 421, 'pickTurn': 4}, {'championId': 62, 'pickTurn': 5}]",4459183985,142,350,245,421,62
1,200,Win,False,False,True,True,True,False,7,1,1,4,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 245, 'pickTurn': 10}]",4459183985,81,76,7,350,245
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 44, 'pickTurn': 1}, {'championId': 235, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 142, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4459056187,44,235,81,142,104
1,200,Win,True,True,False,False,True,True,3,0,0,2,0,1,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 875, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': 58, 'pickTurn': 10}]",4459056187,81,875,7,76,58
0,100,Win,True,True,False,True,True,True,5,0,1,3,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 523, 'pickTurn': 2}, {'championId': 7, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 126, 'pickTurn': 5}]",4458938983,350,523,7,-1,126
1,200,Fail,False,False,False,False,False,False,3,0,0,0,0,1,0,"[{'championId': 60, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': 429, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",4458938983,60,104,429,523,76
0,100,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 62, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 110, 'pickTurn': 4}, {'championId': 64, 'pickTurn': 5}]",4459467983,62,-1,104,110,64
1,200,Win,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 110, 'pickTurn': 6}, {'championId': 23, 'pickTurn': 7}, {'championId': 134, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': 412, 'pickTurn': 10}]",4459467983,110,23,134,76,412
0,100,Fail,True,True,False,False,False,True,3,0,0,1,0,2,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 76, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4459349783,350,62,-1,76,110
1,200,Win,False,False,True,True,True,False,9,1,1,2,0,0,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 60, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",4459349783,350,104,81,60,76
0,100,Win,True,True,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': 429, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 58, 'pickTurn': 3}, {'championId': 523, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4461357885,429,110,58,523,81
1,200,Fail,False,False,False,False,True,False,1,0,0,2,0,0,0,"[{'championId': 412, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 30, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",4461357885,412,80,81,30,76
0,100,Win,False,False,False,True,True,False,5,0,1,3,0,0,0,"[{'championId': 7, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 126, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 60, 'pickTurn': 5}]",4458901389,7,58,126,81,60
1,200,Fail,True,True,False,False,False,True,2,0,0,0,0,2,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 58, 'pickTurn': 10}]",4458901389,142,76,110,350,58
0,100,Win,False,True,True,True,False,True,8,1,1,1,0,2,0,"[{'championId': 246, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 429, 'pickTurn': 3}, {'championId': 110, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4457226323,246,350,429,110,-1
1,200,Fail,True,False,False,False,True,False,2,0,0,2,0,0,0,"[{'championId': 43, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 246, 'pickTurn': 8}, {'championId': 134, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4457226323,43,58,246,134,110
0,100,Fail,False,False,False,False,False,True,0,0,0,0,0,1,0,"[{'championId': 30, 'pickTurn': 1}, {'championId': 235, 'pickTurn': 2}, {'championId': 875, 'pickTurn': 3}, {'championId': 38, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4461016131,30,235,875,38,-1
1,200,Win,True,True,False,False,True,False,4,0,0,1,0,0,0,"[{'championId': 429, 'pickTurn': 6}, {'championId': 412, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 245, 'pickTurn': 10}]",4461016131,429,412,-1,523,245
0,100,Win,False,True,True,False,True,True,5,1,0,1,0,2,0,"[{'championId': 246, 'pickTurn': 1}, {'championId': 517, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 114, 'pickTurn': 5}]",4457557429,246,517,-1,81,114
1,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 64, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 126, 'pickTurn': 10}]",4457557429,350,245,64,104,126
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 235, 'pickTurn': 1}, {'championId': 60, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 523, 'pickTurn': 4}, {'championId': 555, 'pickTurn': 5}]",4458445314,235,60,350,523,555
1,200,Win,True,True,False,False,True,True,2,0,0,2,0,1,0,"[{'championId': 117, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 82, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4458445314,117,523,81,82,110
0,100,Win,True,False,True,True,True,False,10,3,1,4,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 76, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 122, 'pickTurn': 4}, {'championId': 245, 'pickTurn': 5}]",4458380144,350,76,81,122,245
1,200,Fail,False,True,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 432, 'pickTurn': 8}, {'championId': 4, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",4458380144,104,110,432,4,30
0,100,Win,True,True,True,False,True,False,9,1,0,3,0,1,0,"[{'championId': 429, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 421, 'pickTurn': 3}, {'championId': 245, 'pickTurn': 4}, {'championId': 96, 'pickTurn': 5}]",4460679076,429,81,421,245,96
1,200,Fail,False,False,False,False,False,True,0,0,0,0,0,1,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 62, 'pickTurn': 7}, {'championId': 4, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 60, 'pickTurn': 10}]",4460679076,76,62,4,81,60
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 142, 'pickTurn': 1}, {'championId': 24, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4460634688,142,24,76,81,104
1,200,Win,True,True,False,False,True,True,5,0,0,2,0,1,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 134, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 245, 'pickTurn': 10}]",4460634688,81,134,76,104,245
0,100,Fail,True,True,False,False,True,False,3,0,0,3,0,0,0,"[{'championId': 523, 'pickTurn': 1}, {'championId': 80, 'pickTurn': 2}, {'championId': 875, 'pickTurn': 3}, {'championId': 517, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 5}]",4460507100,523,80,875,517,429
1,200,Win,False,False,True,True,False,True,10,2,1,2,0,1,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 517, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4460507100,81,58,517,104,350
0,100,Win,False,False,False,True,False,True,8,1,2,3,0,2,0,"[{'championId': 58, 'pickTurn': 1}, {'championId': 89, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 555, 'pickTurn': 4}, {'championId': 80, 'pickTurn': 5}]",4461894347,58,89,81,555,80
1,200,Fail,True,True,True,False,True,False,7,1,0,2,0,0,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 80, 'pickTurn': 9}, {'championId': 64, 'pickTurn': 10}]",4461894347,245,110,104,80,64
0,100,Fail,True,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 5}]",4461543201,104,58,523,81,429
1,200,Win,False,True,False,False,False,True,3,0,0,1,0,2,0,"[{'championId': 60, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 432, 'pickTurn': 10}]",4461543201,60,350,76,104,432
0,100,Fail,True,True,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 60, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 142, 'pickTurn': 3}, {'championId': 64, 'pickTurn': 4}, {'championId': 134, 'pickTurn': 5}]",4462138685,60,62,142,64,134
1,200,Win,False,False,True,True,True,False,11,3,1,3,0,1,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 30, 'pickTurn': 7}, {'championId': 78, 'pickTurn': 8}, {'championId': 64, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4462138685,245,30,78,64,104
0,100,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 245, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 60, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 5}]",4459859800,245,142,62,60,429
1,200,Win,True,True,False,True,True,True,4,0,1,4,0,2,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 4, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4459859800,875,245,81,4,104
0,100,Win,True,True,True,False,True,True,9,1,0,2,0,2,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 60, 'pickTurn': 3}, {'championId': 41, 'pickTurn': 4}, {'championId': 120, 'pickTurn': 5}]",4459064527,110,-1,60,41,120
1,200,Fail,False,False,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 427, 'pickTurn': 7}, {'championId': 58, 'pickTurn': 8}, {'championId': 2, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4459064527,81,427,58,2,-1
0,100,Win,True,True,True,True,True,True,9,1,1,4,0,2,0,"[{'championId': 58, 'pickTurn': 1}, {'championId': 875, 'pickTurn': 2}, {'championId': 134, 'pickTurn': 3}, {'championId': 53, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4459697015,58,875,134,53,-1
1,200,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 432, 'pickTurn': 8}, {'championId': 62, 'pickTurn': 9}, {'championId': 58, 'pickTurn': 10}]",4459697015,142,350,432,62,58
0,100,Fail,False,False,False,False,False,False,3,0,0,1,0,1,0,"[{'championId': 24, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 432, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4459276683,24,62,104,432,-1
1,200,Win,True,True,True,True,True,True,8,1,1,3,0,1,0,"[{'championId': 58, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4459276683,58,81,76,350,110
0,100,Fail,True,False,False,False,True,False,3,0,0,1,0,0,0,"[{'championId': 43, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 429, 'pickTurn': 4}, {'championId': 62, 'pickTurn': 5}]",4461777360,43,81,104,429,62
1,200,Win,False,True,True,True,False,True,8,1,1,1,0,2,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 62, 'pickTurn': 9}, {'championId': 80, 'pickTurn': 10}]",4461777360,142,523,81,62,80
0,100,Fail,False,False,False,False,False,True,1,0,0,1,0,1,0,"[{'championId': 80, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 134, 'pickTurn': 3}, {'championId': 76, 'pickTurn': 4}, {'championId': 40, 'pickTurn': 5}]",4459251925,80,58,134,76,40
1,200,Win,True,True,False,True,True,False,7,0,1,3,0,1,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 127, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4459251925,875,127,81,-1,-1
0,100,Fail,False,False,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 89, 'pickTurn': 1}, {'championId': 60, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 157, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4462121844,89,60,76,157,81
1,200,Win,True,True,True,True,True,False,8,1,1,4,0,1,0,"[{'championId': 126, 'pickTurn': 6}, {'championId': 157, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 516, 'pickTurn': 9}, {'championId': 60, 'pickTurn': 10}]",4462121844,126,157,350,516,60
0,100,Fail,False,False,False,False,False,False,2,0,0,0,0,1,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 555, 'pickTurn': 5}]",4457509997,104,110,-1,-1,555
1,200,Win,True,True,True,False,True,True,7,1,0,3,0,1,0,"[{'championId': 134, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4457509997,134,-1,110,350,104
0,100,Fail,False,False,False,False,True,False,2,0,0,1,0,0,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 245, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 126, 'pickTurn': 5}]",4458153088,350,245,-1,-1,126
1,200,Win,True,True,False,True,False,True,4,0,1,2,0,2,0,"[{'championId': 30, 'pickTurn': 6}, {'championId': 7, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 33, 'pickTurn': 9}, {'championId': 203, 'pickTurn': 10}]",4458153088,30,7,350,33,203
0,100,Fail,True,True,False,False,False,True,1,0,0,0,0,2,0,"[{'championId': 245, 'pickTurn': 1}, {'championId': 134, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 53, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}]",4461753459,245,134,62,53,76
1,200,Win,False,False,False,True,True,False,5,0,1,4,0,0,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 86, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 81, 'pickTurn': 10}]",4461753459,-1,76,86,-1,81
0,100,Win,False,True,True,True,True,True,9,2,1,3,0,2,0,"[{'championId': 523, 'pickTurn': 1}, {'championId': 104, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 875, 'pickTurn': 4}, {'championId': 350, 'pickTurn': 5}]",4461470964,523,104,76,875,350
1,200,Fail,True,False,False,False,False,False,4,0,0,1,0,0,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 126, 'pickTurn': 8}, {'championId': 89, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4461470964,104,245,126,89,350
0,100,Win,True,True,True,True,False,True,9,1,2,1,0,2,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 80, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4460550218,-1,81,350,80,110
1,200,Fail,False,False,False,False,True,False,5,0,0,3,0,0,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 64, 'pickTurn': 10}]",4460550218,62,350,76,429,64
0,100,Fail,False,False,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 80, 'pickTurn': 3}, {'championId': 142, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4461288693,104,350,80,142,-1
1,200,Win,True,True,True,True,True,True,8,1,1,3,0,2,0,"[{'championId': 4, 'pickTurn': 6}, {'championId': 432, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': 64, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4461288693,4,432,7,64,104
0,100,Win,False,True,True,True,True,False,9,2,1,3,0,1,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': 126, 'pickTurn': 2}, {'championId': 223, 'pickTurn': 3}, {'championId': 104, 'pickTurn': 4}, {'championId': 142, 'pickTurn': 5}]",4461126469,110,126,223,104,142
1,200,Fail,True,False,False,False,False,True,3,0,0,1,0,1,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 429, 'pickTurn': 8}, {'championId': 126, 'pickTurn': 9}, {'championId': 517, 'pickTurn': 10}]",4461126469,-1,245,429,126,517
0,100,Win,True,False,True,True,False,True,8,2,1,1,0,2,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 134, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 111, 'pickTurn': 5}]",4456856897,81,134,62,350,111
1,200,Fail,False,True,False,False,True,False,5,0,0,3,0,0,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 235, 'pickTurn': 9}, {'championId': 89, 'pickTurn': 10}]",4456856897,142,76,104,235,89
0,100,Win,False,True,False,False,True,True,3,0,0,2,0,2,0,"[{'championId': 142, 'pickTurn': 1}, {'championId': 555, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 91, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4458125162,142,555,81,91,-1
1,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 24, 'pickTurn': 9}, {'championId': 58, 'pickTurn': 10}]",4458125162,104,81,76,24,58
0,100,Win,True,True,False,False,False,True,1,0,0,0,0,2,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 24, 'pickTurn': 2}, {'championId': 30, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4458028984,104,24,30,81,-1
1,200,Fail,False,False,False,False,True,False,1,0,0,2,0,0,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 60, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 33, 'pickTurn': 10}]",4458028984,76,60,-1,81,33
0,100,Fail,True,False,True,True,False,True,5,1,1,0,0,2,0,"[{'championId': 80, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 429, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 134, 'pickTurn': 5}]",4458051414,80,110,429,350,134
1,200,Win,False,True,False,False,True,False,8,1,1,4,0,0,0,"[{'championId': 429, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 29, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 44, 'pickTurn': 10}]",4458051414,429,76,29,81,44
0,100,Fail,False,False,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 111, 'pickTurn': 3}, {'championId': 517, 'pickTurn': 4}, {'championId': 412, 'pickTurn': 5}]",4460420446,350,58,111,517,412
1,200,Win,True,True,True,True,True,False,11,3,1,4,0,1,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 62, 'pickTurn': 7}, {'championId': 24, 'pickTurn': 8}, {'championId': 80, 'pickTurn': 9}, {'championId': 421, 'pickTurn': 10}]",4460420446,245,62,24,80,421
0,100,Fail,True,True,False,False,False,True,2,0,0,1,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 30, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4460301966,-1,350,76,30,81
1,200,Win,False,False,True,True,True,False,9,2,1,2,0,1,0,"[{'championId': 58, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 126, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4460301966,58,81,104,126,350
0,100,Win,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 126, 'pickTurn': 3}, {'championId': 80, 'pickTurn': 4}, {'championId': 245, 'pickTurn': 5}]",4459936234,350,62,126,80,245
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 58, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 142, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4459936234,58,350,62,142,104
0,100,Win,True,True,False,False,True,True,4,0,0,2,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 203, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4459747713,-1,350,81,203,-1
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 80, 'pickTurn': 10}]",4459747713,-1,76,350,81,80
0,100,Win,False,False,True,True,False,True,7,1,1,2,0,2,0,"[{'championId': 80, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 39, 'pickTurn': 3}, {'championId': 43, 'pickTurn': 4}, {'championId': 23, 'pickTurn': 5}]",4458224679,80,58,39,43,23
1,200,Fail,True,True,False,False,True,False,4,0,0,3,0,0,0,"[{'championId': 80, 'pickTurn': 6}, {'championId': 141, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 81, 'pickTurn': 10}]",4458224679,80,141,62,429,81
0,100,Win,True,True,True,False,True,True,7,1,0,2,0,2,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 39, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 80, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}]",4458136081,104,39,62,80,76
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 142, 'pickTurn': 8}, {'championId': 246, 'pickTurn': 9}, {'championId': 429, 'pickTurn': 10}]",4458136081,81,350,142,246,429
0,100,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 429, 'pickTurn': 1}, {'championId': 134, 'pickTurn': 2}, {'championId': 64, 'pickTurn': 3}, {'championId': 60, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",4459709939,429,134,64,60,30
1,200,Win,True,True,True,True,True,True,8,2,1,3,0,2,0,"[{'championId': 58, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 57, 'pickTurn': 9}, {'championId': 81, 'pickTurn': 10}]",4459709939,58,350,110,57,81
0,100,Win,False,False,True,True,False,False,7,1,1,1,0,0,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 421, 'pickTurn': 2}, {'championId': 38, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}]",4460871649,-1,421,38,81,76
1,200,Fail,True,True,False,False,True,True,5,1,0,4,0,1,0,"[{'championId': 60, 'pickTurn': 6}, {'championId': 120, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 154, 'pickTurn': 9}, {'championId': 62, 'pickTurn': 10}]",4460871649,60,120,350,154,62
